StateLong;State;Veteran Population;TotalExpenditures;CompensationAndPension;Construction;EducationAndVocRehab;LoanGuaranty;OperatingExp;InsuranceAndIndemnities;MedicalAndGOE;UniquePatient;Year
Pennsylvania                                                                                                                   ;PA;845506.92;5480864.01;2612747.44;31812.98;374605.01;0.00;155303.32;73032.69;2233362.57;233995.00;2016
Rhode Island                                                                                                                   ;RI;65470.20;549504.34;242772.87;1761.54;44164.03;0.00;25823.29;5753.75;229228.85;19649.00;2016
South Carolina                                                                                                                 ;SC;403947.87;3691073.15;2122970.47;8876.57;272106.99;0.00;70372.15;29372.42;1187374.54;134702.00;2016
South Dakota                                                                                                                   ;SD;65892.93;642874.70;258293.33;14267.26;30156.74;0.00;10231.22;4806.92;325119.23;30120.00;2016
Tennessee                                                                                                                      ;TN;474686.32;4208540.96;2292295.11;13910.23;279651.02;0.00;68145.93;29795.43;1524743.23;146894.00;2016
Texas                                                                                                                          ;TX;1594563.97;16117918.15;8433064.23;37785.97;1463403.18;1126987.16;225121.98;116304.41;4715251.23;479814.00;2016
Utah                                                                                                                           ;UT;135987.95;1133563.21;499178.46;1942.09;109635.71;0.00;64748.86;10435.83;447622.25;36368.00;2016
Vermont                                                                                                                        ;VT;44270.67;331098.21;145688.69;1349.97;22324.03;0.00;4030.48;4089.24;153615.80;15047.00;2016
Virginia                                                                                                                       ;VA;729398.33;5815406.72;3154781.50;15631.66;901840.32;0.00;63621.81;51249.44;1628282.00;156857.00;2016
Washington                                                                                                                     ;WA;567798.84;4190746.76;2351433.97;75848.46;405935.22;0.00;70937.06;38683.28;1247908.76;131806.00;2016
West Virginia                                                                                                                  ;WV;145309.46;1949038.20;763343.43;11198.05;51058.41;0.00;394943.35;9278.56;719216.41;58289.00;2016
Wisconsin                                                                                                                     ;WI;373605.87;2788010.24;1217551.72;20754.45;140154.80;0.00;69140.60;33344.75;1307063.93;123267.00;2016
Wyoming                                                                                                                        ;WY;47471.92;414358.07;173669.41;3975.05;19742.67;0.00;1707.74;2644.81;212618.39;18896.00;2016
Puerto Rico                                                                                                                   ;#N/A;82573.64;1650530.95;852319.96;28711.02;63107.79;0.00;21109.18;4269.07;681013.93;55840.00;2016
Guam;#N/A;9932.68;107210.06;59862.09;0.00;16957.94;0.00;0.00;964.36;29425.67;3084.00;2016
